add,city,country,exchange,geometry,name,region,state,stock,symbol,website
,,,,,Aziwell AS,,,,,http://www.aziwell.com
,,,,,Bag Supplies Canada Ltd.,,,,,http://www.bagsupplies.ca
,,,,,Balsam Promotions,,,,,http://www.balsampromotions.com
,,,,,Barbados,,,,,http://www.investbarbados.org
,,,,,"Barnard Construction Company, Inc",,,,,http://www.barnard-inc.com
,,,,,Baroid Industrial Drilling Products,,,,,http://www.baroididp.com
,,,,,"Basler Turbo Conversions, LLC",,,,,http://www.baslerturbo.com
,,,,,BAUER Maschinen GmbH,,,,,http://www.bauer.de
,,,,,BBA Inc.,,,,,http://www.bba.ca
,,,,,BDI Wear Parts,,,,,http://www.bdiwearparts.com
,,,,,Beak Consultants GmbH,,,,,http://www.beak.de
,,,,,Becker Mining Systems,,,,,http://www.becker-mining.com
,,,,,Belt Conveyor Guarding,,,,,http://www.conveyorguarding.com
,,,,,BeltecHub Technologies Inc.,,,,,http://www.beltechub.com
,,,,,BESTECH,,,,,http://www.bestech.com
,,,,,Beyond Limits,,,,,http://www.beyond.ai
,,,,,Bg Drilling Solutions,,,,,http://www.bg-drilling.com
,,,,,BGC Engineering Inc,,,,,http://www.bgcengineering.ca
,,,,,Bio-Mine Ltd.,,,,,http://www.biomine.ca
,,,,,BLP Law,,,,,http://www.blplaw.ca
,,,,,Blue Coast Research,,,,,http://www.bluecoastresearch.ca
,,,,,Bme,,,,,http://www.bme.co.za
,,,,,Boart Longyear,,,,,http://www.boartlongyear.com
,,,,,Boréalis,,,,,http://www.boreal-is.com
,,,,,BPQ,,,,,http://www.bpq.ca
,,,,,Brasil Pavilion,,,,,http://www.adimb.org.br/brasilpdac
,,,,,BRGM,,,,,http://www.brgm.fr
,,,,,"British Columbia, Ministry of Energy, Mines and Petroleum Resources",,,,,http://www.gov.bc.ca/ener
,,,,,Bruker Nano Analytics,,,,,http://www.bruker.com/hmp
,,,,,Brunel,,,,,http://www.brunelcanada.ca
,,,,,Budget Demolition,,,,,http://www.budgetdemolition.ca
,,,,,Bureau Veritas Commodities Canada Ltd.,,,,,http://www.bureauveritas.com/um
,,,,,Business Consultants Mexico,,,,,http://www.businessconsultantsmex.com
,,,,,Cabo Drilling Corp.,,,,,http://www.cabo.ca
,,,,,Canada Action,,,,,http://www.canadaaction.ca
,,,,,"Canada, Government of",,,,,http://www.canada.ca
,,,,,Canada-Nunavut Geoscience Office,,,,,http://www.cngo.ca
,,,,,Canadian Council for Aboriginal Business,,,,,http://www.ccab.com
,,,,,Canadian Helicopters Limited,,,,,http://www.canadianhelicopters.ca
,,,,,"Canadian Institute of Mining, Metallurgy & Petroleum (CIM)",,,,,http://www.cim.org
,,,,,Canadian Northern Economic Development Agency CanNor,,,,,http://www.cannor.gc.ca
,,,,,Canpipe,,,,,http://www.canpipe.com
,,,,,Capital Street Media,,,,,http://www.capitalstreetmedia.com
,,,,,Caron Business Solutions Inc.,,,,,http://www.caronminingsolutions.com
,,,,,Carpenters Union Local 2486,,,,,http://www.carpenterslocal2486.com
,,,,,CartoCanada Inc.,,,,,http://www.cartocanada.ca
,,,,,CDN Resource Laboratories Ltd.,,,,,http://www.cdnlabs.com
,,,,,Centric Mining Systems,,,,,http://www.centricminingsystems.com
,,,,,CGG,,,,,http://www.cgg.com
,,,,,CH Engineering & Consultants,,,,,http://www.chconsultants.com
,,,,,Challenger Geomatics Ltd.,,,,,http://www.challengergeomatics.com
,,,,,Chemours,,,,,http://www.chemours.com
,,,,,"Chile, Trade Commission of",,,,,http://www.prochile.gob.cl
,,,,,Chrysos Corporation Limited,,,,,http://www.chrysos.com.au
,,,,,Cigna,,,,,http://www.cignaglobalhealth.com
,,,,,ClearView Geophysics Inc.,,,,,http://www.geophysics.ca
,,,,,Coast Mountain Wireless Communications Ltd.,,,,,http://www.cmwireless.ca
,,,,,"Colombia, Government of – National Mining Agency",,,,,http://www.anm.gov.co
,,,,,Comacchio Srl,,,,,http://www.comacchio.com
,,,,,Complete MT Solutions,,,,,http://www.complete-mt-solutions.com
,,,,,"Condor Consulting, Inc.",,,,,http://www.condorconsult.com
,,,,,Control Chemical 1989 Corporation,,,,,http://www.matexdrillingfluids.ca
,,,,,Core Case,,,,,http://www.corecase.com
,,,,,Core Tech,,,,,http://www.coretech.com.pe
,,,,,COREM,,,,,http://www.corem.qc.ca
,,,,,CoreSafe Core Trays,,,,,http://www.coresafecoretrays.ca
,,,,,Corescan Pty Ltd.,,,,,http://www.corescan.com.au
,,,,,Cornwall Development Company,,,,,http://www.cornwallti.com
,,,,,Corporate Traveller,,,,,http://www.corporatetraveller.ca
,,,,,"Courage Services, Inc.",,,,,http://www.courageservices.com
,,,,,"CRM GeoTomography Technologies, Inc.",,,,,http://www.crmgtm.com
,,,,,Crone Geophysics & Exploration Ltd.,,,,,http://www.cronegeophysics.com
,,,,,Cryopeak LNG Solutions Corporation,,,,,http://www.cryopeak.com
,,,,,CSIRO Mineral Resources,,,,,http://www.csiro.au/en/research/mrf
,,,,,Custom Helicopters Ltd.,,,,,http://www.customheli.com
,,,,,CyanoGuard AG,,,,,http://www.cyanoguard.com
,,,,,Cypher Environmental Ltd.,,,,,http://www.cypherenvironmental.com
,,,,,Czech Republic,,,,,http://www.mzv.cz/toronto
,,,,,Datamine Software Canada,,,,,http://www.dataminesoftware.com
,,,,,Datarock Pty Ltd.,,,,,http://www.datarock.com.au
,,,,,DATC,,,,,http://www.datc-group.com
,,,,,Davidson & Company LLP,,,,,http://www.davidson-co.com
,,,,,DBC Makina,,,,,http://www.dbcmakina.com
,,,,,De Beers Group Services,,,,,http://www.debtech.com
,,,,,Deakin Industries,,,,,http://www.deakin.com
,,,,,Derrick Corporation,,,,,http://www.derrick.com
,,,,,"Descartes Labs, Inc.",,,,,http://www.descarteslabs.com
,,,,,Deswik,,,,,http://www.deswik.com
,,,,,Devico Directional Drilling,,,,,http://www.devico.com
,,,,,DGI Geoscience Inc.,,,,,http://www.dgigeoscience.com
,,,,,Diamantina Christensen Trading Inc.,,,,,http://www.diamantinachristensen.com
,,,,,Dias Geophysical Limited,,,,,http://www.diasgeo.com
,,,,,Di-Corp,,,,,http://www.di-corp.com
,,,,,DigiGeoData Inc.,,,,,http://www.digigeodata.com
,,,,,Discovery Drill Manufacturer DDM Ltd.,,,,,http://www.discoverydrills.com
,,,,,Discovery International Geophysics Inc.,,,,,http://www.discogeo.com
,,,,,Displasac,,,,,http://www.displasacperu.com
,,,,,DMC Mining Services,,,,,http://www.dmcmining.com
,,,,,DMT Group,,,,,http://www.dmt-group.com
,,,,,Doppelmayr,,,,,http://www.doppelmayr-mts.com
,,,,,DRA Americas Inc.,,,,,http://www.draglobal.com
,,,,,Drone Delivery Canada,,,,,http://www.dronedeliverycanada.com
,,,,,DroneDeploy,,,,,http://www.dronedeploy.com
,,,,,Dumas Contracting Ltd.,,,,,http://www.dumasmining.com
,,,,,Dundee Sustainable Technologies Inc.,,,,,http://www.dundeetechnologies.com
,,,,,Duralite Diamond Drills Ltd.,,,,,http://www.duralitediamonddrills.com
,,,,,dynaCERT Inc.,,,,,http://www.dynacert.com
,,,,,Dynamic Aviation Group Inc.,,,,,http://www.dynamicaviation.com
,,,,,Dynamik Drilling Products,,,,,http://www.dynamik.com
,,,,,E.S. Fox Limited,,,,,http://www.esfox.com
,,,,,ECO Technologies,,,,,http://www.ecotec.ca
,,,,,Egyptian Ministry of Petroleum and Mineral Resources (MOP),,,,,http://www.emra.gov.eg
,,,,,Eijkelkamp North America,,,,,http://www.eijkelkamp-usa.com
,,,,,ElectroMagnetic Imaging Technology,,,,,http://www.electromag.com.au
,,,,,ELEMISSION Inc.,,,,,http://www.elemission.ca
,,,,,EMS Bruel & Kjaer,,,,,http://www.emsbk.com
,,,,,Enersoft,,,,,http://www.enersoft.ca
,,,,,Enterprise Holdings Ottawa,,,,,http://www.enterprisetrucks.com
,,,,,EON Geosciences Inc.,,,,,http://www.eongeosciences.com
,,,,,Equipment Jexplore Inc.,,,,,http://www.jexploreinc.com
,,,,,Equity Exploration Consultants Ltd.,,,,,http://www.equityexploration.com
,,,,,ERIEZ,,,,,http://www.eriez.com
,,,,,ERM,,,,,http://www.erm.com
,,,,,Esri Canada,,,,,http://www.esri.ca
,,,,,eSupply Canada Ltd.,,,,,http://www.esupplycanada.ca
,,,,,European Union,,,,,http://www.europa.eu/european-union
,,,,,Eutectic Canada Inc.,,,,,http://www.eutectic.ca
,,,,,Expedition Helicopters Inc.,,,,,http://www.expeditionhelicopters.com
,,,,,Expert Geophysics Limited,,,,,http://www.expertgeophysics.com
,,,,,Exploration Mapping Group Inc.,,,,,http://www.explorationmapping.com
,,,,,Export Development Canada,,,,,http://www.edc.ca
,,,,,Exyn Technologies,,,,,http://www.exyn.com
,,,,,F.F.P. Systems Inc.,,,,,http://www.ffpsystems.com
,,,,,"Finland, Geological Survey of",,,,,http://geologicalsurveyfinland.com
,,,,,Fladgate Exploration Consulting Corporation,,,,,http://www.fladgateexploration.com
,,,,,FLSmidth Ltd.,,,,,http://www.flsmidth.com
,,,,,Foraco International SA,,,,,http://www.foraco.com
,,,,,Forage FTE Drilling,,,,,http://www.foragefte.com
,,,,,Forage Orbit Garant Drilling,,,,,http://www.orbitgarant.com
,,,,,Fordia Powered by Epiroc,,,,,http://www.epiroc.com
,,,,,Foremost Industries,,,,,http://www.foremost.ca
,,,,,"Foth Infrastructure & Environment, LLC",,,,,http://www.foth.com
,,,,,Fracflow Consultants Inc.,,,,,http://www.fracflow.com
,,,,,FWS Group of Companies,,,,,http://www.fwsgroup.com
,,,,,G Mining Services Inc.,,,,,http://www.gmining.com
,,,,,G4 Drilling Ltd.,,,,,http://www.g4drilling.com
,,,,,Galaxy Broadband Communications Inc.,,,,,http://www.galaxybroadband.ca
,,,,,Gap - Discovery HeliSAM Ltd.,,,,,http://www.discogeo.com
,,,,,Gekko Systems,,,,,http://www.gekkos.com
,,,,,GEM Systems Advanced Magnetometers,,,,,http://www.gemsystems.ca
,,,,,Geo Data Solutions Inc.,,,,,http://www.geodatasolutions.ca
,,,,,GeoCue Group Inc.,,,,,http://www.geocue.com
,,,,,GEODEVICE,,,,,http://www.geodevice.co
,,,,,Geologica Inc.,,,,,http://www.geologica.qc.ca
,,,,,Geological Association of Canada (GAC),,,,,http://www.gac.ca
,,,,,Geological Survey of New South Wales (Australia Minerals),,,,,http://www.australiaminerals.gov.au
,,,,,Geological Survey of Victoria (Australia Minerals),,,,,http://www.australiaminerals.gov.au
,,,,,Geometrics,,,,,http://www.geometrics.com
,,,,,GeoMinera S.A.,,,,,http://www.gmsa.cu
,,,,,Geonics Limited,,,,,http://www.geonics.com
,,,,,Geophysics GPR International Inc.,,,,,http://www.geophysicsgpr.com
,,,,,Geops-Bolkan Drilling Services Ltd.,,,,,http://www.geopsbg.com
,,,,,GEOREKA Software,,,,,http://www.georeka.com
,,,,,Geoscan,,,,,https://www.geoscan.aero
,,,,,Geoscience Australia (Australia Minerals),,,,,http://www.australiaminerals.gov.au
,,,,,Geosense,,,,,http://www.geosense.nl
,,,,,GeoSight Inc.,,,,,http://www.geosight.ca
,,,,,Geotech Drilling Services Ltd.,,,,,http://www.geotechdrilling.com
,,,,,Geotech Ltd.,,,,,http://www.geotech.ca
,,,,,Geotechnologies,,,,,http://www.geotechnologies-rus.com
,,,,,Geotek Ltd.,,,,,http://www.geotek.co.uk
,,,,,Géotic Inc.,,,,,http://www.geotic.ca
,,,,,Geovariances,,,,,http://www.geovariances.com/en
,,,,,Geovista,,,,,http://www.geovista.co.uk
,,,,,German Pavilion - Federal Ministry for Economic Affairs and Energy (BMWi),,,,,https://www.bmwi.de
,,,,,GF Instruments,,,,,http://www.gfinstruments.cz
,,,,,Globalstar Canada Satellite Co.,,,,,http://www.globalstar.com/en-ca
,,,,,GMS Mine Repair & Maintenance,,,,,http://www.gmsminerepair.com
,,,,,Golder,,,,,http://www.golder.com
,,,,,GoldFinX PTE Ltd.,,,,,http://www.goldfinx.com
,,,,,Greenland Business Association,,,,,http://www.ga.gl
,,,,,"Greenland, Government of",,,,,http://www.govmin.gl
,,,,,Grenville Minerals,,,,,
,,,,,Groundradar Inc.,,,,,http://www.groundradar.com
,,,,,Guyana,,,,,http://www.ggmc.gov.gy
,,,,,Halltech Exploration Outfitters,,,,,http://www.htex.com
,,,,,Heli Explore Inc.,,,,,http://www.heliexplore.ca
,,,,,Helicopter Transport Services,,,,,http://www.htsc.ca
,,,,,Helmholtz Institute Freiberg for Resource Technology,,,,,http://www.hzdr.de/hif
,,,,,Hexagon Mining,,,,,http://www.hexagonmining.com
,,,,,Hi Tech PMR,,,,,http://www.hitechpmr.com
,,,,,HiSeis Pty Ltd.,,,,,http://www.hiseis.com
,,,,,Hitec Power Protection Inc.,,,,,http://www.hitec-ups.com
,,,,,Hole Products Corporation,,,,,http://www.holeproducts.com
,,,,,Horizon North Logistics Inc.,,,,,http://www.horizonnorth.ca
,,,,,Hydracore Drills Ltd.,,,,,http://www.hydracore.com
,,,,,HySpex,,,,,http://www.hyspex.com
,,,,,Hy-Tech Drilling Ltd.,,,,,http://www.hy-techdrilling.com
,,,,,HyVista Corporation Pty Ltd.,,,,,http://www.hyvista.com
,,,,,ICOM Canada,,,,,http://www.icomcanada.com
,,,,,IFG Corporation,,,,,http://www.ifgcorp.com
,,,,,IGS International Geoscience Services Ltd.,,,,,http://www.igsint.com
,,,,,Imago Inc.,,,,,http://www.imago.live
,,,,,iMotion,,,,,http://www.imotion.ca
,,,,,Independent Laboratory Supplies Pty Ltd.,,,,,http://www.indlabsupplies.com.au
,,,,,"Independent Mining Consultants, Inc.",,,,,http://www.imctucson.com
,,,,,"India, Government of, Ministry of Mines",,,,,http://www.mines.nic.in
,,,,,Inertial Sensing,,,,,http://www.inertialsensing.com
,,,,,Infosat Communications LP,,,,,http://www.infosat.com
,,,,,Ingetrol Group,,,,,http://www.ingetrol.com
,,,,,Initial Exploration Services Inc.,,,,,http://www.initialexploration.com
,,,,,InnovExplo Inc.,,,,,http://www.innovexplo.com
,,,,,Innu Development Limited Partnership,,,,,http://www.innudev.com
,,,,,INR Engineering & Consulting Inc.,,,,,http://www.inr.com.tr
,,,,,Instrumentation GDD Inc.,,,,,http://www.gdd.ca
,,,,,Intelline Inc.,,,,,http://www.intelline.ca
,,,,,International Airborne Geophysics Safety Association,,,,,http://www.iagsa.ca
,,,,,International Directional Services,,,,,http://www.idsdrill.com
,,,,,International SOS,,,,,https://www.internationalsos.com
,,,,,Intertek,,,,,http://www.intertek.com
,,,,,Ireland Pavilion,,,,,http://www.gesocience.ie
,,,,,"Ireland, Department of Communications, Climate Action & Environment",,,,,http://www.dccae.gov.ie
,,,,,IRL Supplies Ltd.,,,,,http://www.irlsupplies.com
,,,,,ITC Global,,,,,http://www.itcglobal.com
,,,,,ITRES Research Limited,,,,,http://www.itres.com
,,,,,Jacobs,,,,,http://www.jacobs.com
,,,,,Jambo,,,,,http://www.jambo.cloud
,,,,,"Japan Oil, Gas and Metals National Corporation",,,,,http://www.jogmec.go.jp
,,,,,Japosat Satellite Mapping,,,,,http://www.japosat.com
,,,,,"Jinshi Drilltech Co., Ltd.",,,,,http://www.jsexplo.com
,,,,,K2fly,,,,,http://www.k2fly.com
,,,,,"Kappes, Cassiday & Associates",,,,,http://www.kcareno.com
,,,,,Keller,,,,,http://www.kellerfoundations.ca
,,,,,KEMAICO USA CORP.,,,,,http://www.kemaico.com
,,,,,Kemetco Research Inc.,,,,,http://www.kemetco.com
,,,,,Kenn Borek Air,,,,,http://www.borekair.com
,,,,,Kingston Process Metallurgy Inc.,,,,,http://www.kpm.ca
,,,,,Kitco Metals (Precious Metals Division),,,,,http://www.online.kitco.com
,,,,,Kitikmeot Cementation Mining & Development Ltd.,,,,,http://www.kitikmeotcorp.ca
,,,,,Klen International,,,,,http://www.klen.com.au
,,,,,Knight Piésold Ltd.,,,,,http://www.knightpiesold.com
,,,,,Komplete Modular Solutions Ltd.,,,,,http://www.komplete.ca
,,,,,Kovatera,,,,,http://www.minecat.com
,,,,,Kroum VS Instruments Limited,,,,,http://www.kroumvs.com
,,,,,Krux Analytics,,,,,http://www.kruxanalytics.com
,,,,,Kuvawala Core Drill Eqpt. Pvt. Ltd.,,,,,http://www.kuvawalacoredrill.com
,,,,,Lake Central Air Services Inc.,,,,,http://www.lakecentral.com
,,,,,Lamontagne Geophysics Ltd.,,,,,http://www.lamontagnegeophysics.com
,,,,,Langara Island Lodge,,,,,http://www.langara.com
,,,,,Lantern,,,,,http://www.drillwithlantern.com
,,,,,LATAM Airlines,,,,,http://www.latam.com
,,,,,"Laurentian University, Harquail School of Earth Sciences",,,,,http://www.hes.laurentian.ca
,,,,,Legacy Building Solutions,,,,,http://www.legacybuildingsolutions.com
,,,,,Levanto Canada Inc.,,,,,http://www.levanto.fi/en
,,,,,LGL Limited,,,,,http://www.lgl.com
,,,,,LiDAR Services International Inc.,,,,,http://www.lidarservices.ca
,,,,,LIM Logging,,,,,http://www.lim.eu
,,,,,"LLC Scan Aero""""",,,,,http://www.aerotomography.ru
,,,,,Loesche South Africa,,,,,http://www.loesche.com
,,,,,Machines Roger International,,,,,http://www.machines-roger.com
,,,,,MacLean Engineering,,,,,http://www.macleanengineering.com
,,,,,Magnor,,,,,http://www.magnor.ca
,,,,,Major Drilling,,,,,http://www.majordrilling.com
,,,,,Major Reclaim Corp.,,,,,http://www.majorreclaim.com
,,,,,Malvern Panalytical Inc.,,,,,http://www.malvernpanalytical.com
,,,,,Manitoba Geoscience Education,,,,,http://www.miningacademy.ca
,,,,,Manitoba Pavilion,,,,,http://www.manitoba.ca/minerals
,,,,,Manufacture Adria inc.,,,,,http://www.adria-corp.com
,,,,,Maptek,,,,,http://www.maptek.com
,,,,,MARL Technologies Inc.,,,,,http://www.marltechnologies.com
,,,,,Matawa First Nations,,,,,http://www.matawa.on.ca
,,,,,Matrix GeoTechnologies Ltd.,,,,,http://www.matrixgt.com
,,,,,Matrix Helicopter Solutions Inc.,,,,,http://www.matrixco.ca
,,,,,Maxidrill Inc.,,,,,http://www.maxidrill.com
,,,,,Maxwell GeoServices,,,,,http://www.maxgeo.com
,,,,,MBI Drilling Products,,,,,http://www.mbidrillingproducts.com
,,,,,McCue Engineering Contractors,,,,,http://www.mccuecontracting.com
,,,,,McDowell B. Equipment,,,,,http://www.bmcdowell.com
,,,,,McElhanney Ltd.,,,,,http://www.mcelhanney.com
,,,,,Me Too Mining Association,,,,,http://www.metoomining.com
,,,,,Medusa Radiometrics BV,,,,,http://www.medusa-radiometrics.com
,,,,,Megadome Buildings,,,,,http://www.megadomebuildings.com
,,,,,Meglab,,,,,http://www.meglab.ca
,,,,,Mercator Geological Services Limited,,,,,http://www.mercatorgeo.com
,,,,,Methapharm Inc.,,,,,http://www.methapharm.com
,,,,,Metso,,,,,http://www.metso.com
,,,,,Mexico Pavilion,,,,,http://www.geoimin.com.mx
,,,,,"M-I SWACO, A Schlumberger Co.",,,,,http://www.slb.com
,,,,,MICROMINE,,,,,http://www.micromine.com
,,,,,Minalyze AB,,,,,http://www.minalyze.com
,,,,,Mincon Group PLC,,,,,http://www.mincon.com
,,,,,MineAfrica Inc.,,,,,http://www.mineafrica.com
,,,,,MineHutte,,,,,http://www.minehutte.com
,,,,,Mineral Exploration Cooperative Research Centre,,,,,http://www.minexcrc.com.au
,,,,,Mineral Resources Tasmania (Australia Minerals),,,,,http://www.australiaminerals.gov.au
,,,,,Mineral Technologies,,,,,http://www.mineraltechnologies.com
,,,,,Minerals Commission Ghana,,,,,http://www.mincom.gov.gh
,,,,,Minerva Intelligence Inc.,,,,,http://www.minervaintelligence.com
,,,,,Minewise Technology,,,,,http://www.minewise.com
,,,,,Mining and Process Solutions Pty Ltd.,,,,,http://www.mpsinnovation.com.au
,,,,,Mining Finland,,,,,http://www.miningfinland.com
,,,,,Mining Footprint Ltd.,,,,,http://www.miningfootprint.com
,,,,,Mining Industry Human Resources Council (MiHR),,,,,http://www.mihr.ca
,,,,,Mining Suppliers Trade Association (MSTA Canada),,,,,http://www.mstacanada.ca
,,,,,Ministère de l'Energie Chargé des Ressources Naturelles Djibouti,,,,,http://www.mern.dj
,,,,,Minnesota Department of Natural Resources,,,,,http://www.mcc.mn.gov
,,,,,Mira Geoscience Ltd.,,,,,http://www.mirageoscience.com
,,,,,MMD Mineral Sizing Canada Inc.,,,,,http://www.mmdsizers.com
,,,,,"Mongolia, Government of",,,,,http://www.mmhi.gov.mn
,,,,,Montt Group SpA,,,,,http://www.monttgroup.com
,,,,,More Core Diamond Drilling Services Ltd.,,,,,http://www.morecore.ca
,,,,,Moroccan National Office of Hydrocarbons and Mines (ONHYM),,,,,http://www.onhym.com
,,,,,Mount Sopris Instruments,,,,,http://www.mountsopris.com
,,,,,MPX Geophysics Ltd.,,,,,http://www.mpxgeophysics.com
,,,,,MS Analytical,,,,,http://www.msalabs.com
,,,,,Mud Bay Drilling,,,,,http://www.mudbaydrilling.com
,,,,,Multi-Power Products Ltd.,,,,,http://www.multipowerproducts.com
,,,,,Namibia Geological Survey,,,,,http://www.gsn.gov.na
,,,,,National Compressed Air Canada Ltd.,,,,,http://www.nationalcompressedair.com
,,,,,Natural History Museum Consulting,,,,,http://www.nhm.ac.uk/business-services/consulting
,,,,,Network Innovations Inc.,,,,,http://www.networkinv.com
,,,,,Nevada,,,,,http://www.minerals.nv.gov
,,,,,New Brunswick Department of Natural Resources and Energy Development,,,,,http://www.gnb.ca/minerals
,,,,,New Brunswick Prospectors & Developers Association,,,,,http://www.nbpda.org
,,,,,New Resolution Geophysics,,,,,http://www.airbornegeophysics.com
,,,,,New Zealand Government,,,,,http://www.nzpam.govt.nz
,,,,,Newfoundland and Labrador: Explore the opportunities,,,,,http://www.nr.gov.nl.ca/nr
,,,,,New-Sense Geophysics Limited,,,,,http://www.new-sense.com
,,,,,Newterra Ltd.,,,,,http://www.newterra.com
,,,,,Nolinor Aviation,,,,,http://www.nolinor.com
,,,,,Nordmin Group of Companies,,,,,http://www.nordmin.com
,,,,,Norseman Structures,,,,,http://www.norsemanstructures.com
,,,,,"Northern Ireland, Department for the Economy",,,,,http://www.bgs.ac.uk/gsni
,,,,,Northern Light Technologies,,,,,http://www.nltinc.com
,,,,,Northern Mat & Bridge,,,,,http://www.northernmat.ca
,,,,,"Northern Miner Group, The",,,,,http://www.northernminer.com
,,,,,Northern Ontario Mining Showcase,,,,,http://www.northernontariomining.com
,,,,,Northern Territory Geological Survey (Australia Minerals),,,,,http://www.australiaminerals.gov.au
,,,,,Northspan Explorations Ltd.,,,,,http://www.northspan.ca
,,,,,Northwest Drills,,,,,http://www.nwdrills.com
,,,,,Northwest Territories & Nunavut Chamber of Mines,,,,,http://www.miningnorth.com
,,,,,"Northwest Territories, Government of",,,,,http://www.nwtmining.com
,,,,,"Norway, Geological Survey of",,,,,http://www.ngu.no
,,,,,Nova Scotia Department of Energy and Mines,,,,,http://www.gov.ns.ca
,,,,,Nova Scotia Prospectors Association,,,,,http://www.prospectors.ns.ca
,,,,,NSS Canada,,,,,http://www.nsscanada.com
,,,,,NTT CORESAW,,,,,http://www.nttcoresaw.com
,,,,,Nuna Logistics Partnership,,,,,http://www.nunalogistics.com
,,,,,Nunatsiavut Government,,,,,http://www.nunatsiavut.com
,,,,,Nunavut Tunngavik Incorporated,,,,,http://www.tunngavik.com
,,,,,"Nunavut, Government of",,,,,http://www.gov.nu.ca/edt
,,,,,Nuvia Dynamics,,,,,http://www.nuvia-dynamics.com
,,,,,Objectivity,,,,,http://www.objectivity.ca
,,,,,Olympus,,,,,http://www.olympus-ims.com
,,,,,"Ontario Ministry of Energy, Northern Development and Mines",,,,,http://www.mndm.gov.on.ca
,,,,,Opportunities New Brunswick,,,,,http://www.onbcanada.ca
,,,,,OREAS,,,,,http://www.ore.com.au
,,,,,Orix Geoscience Inc.,,,,,http://www.orixgeo.com
,,,,,Outotec,,,,,http://www.outotec.com
,,,,,Overburden Drilling Management Limited,,,,,http://www.odm.ca
,,,,,Pacific Geomatics Ltd.,,,,,http://www.pacgeo.com
,,,,,"Paterson, Grant & Watson Limited",,,,,http://www.pgw.ca
,,,,,PDAC Partnered Insurance Program,,,,,https://www.pdac.ca/members/insurance
,,,,,Peru,,,,,http://www.canadaperu.org
,,,,,Petro-Canada Fuels,,,,,http://www.petro-canada.ca/business
,,,,,Phoenix Geophysics Limited,,,,,http://www.phoenix-geophysics.com
,,,,,PhotoSat Information Ltd.,,,,,http://www.photosat.ca
,,,,,PHQGlobal,,,,,http://www.phqglobal.com
